WellId,monthly_worth
110,"164, 281, 162, 45, 175, 224, 63, 230, 51, 230, 102, 183"
111,"234, 193, 93, 122, 136, 146, 158, 227, 89, 191, 34, 259"
112,"166, 115, 216, 199, 232, 150, 173, 264, 237, 36, 215, 193"
113,"270, 71, 76, 91, 93, 249, 76, 102, 295, 167, 298, 186"
114,"258, 179, 125, 282, 293, 132, 183, 47, 153, 199, 164, 74"
115,"202, 224, 150, 219, 117, 281, 37, 158, 260, 194, 114, 115"
116,"133, 176, 208, 159, 232, 101, 78, 202, 77, 93, 89, 211"
117,"262, 65, 88, 272, 221, 96, 216, 81, 232, 81, 266, 282"
118,"118, 103, 263, 253, 63, 108, 261, 94, 30, 120, 118, 195"
119,"239, 282, 100, 189, 62, 194, 32, 174, 131, 83, 267, 182"
120,"87, 300, 37, 79, 234, 34, 213, 108, 148, 141, 227, 164"
121,"38, 158, 102, 87, 174, 121, 120, 70, 233, 264, 63, 137"
122,"38, 207, 109, 236, 238, 138, 209, 38, 282, 266, 290, 153"
123,"42, 277, 125, 190, 238, 90, 299, 274, 169, 123, 178, 129"
124,"252, 69, 256, 176, 97, 195, 93, 159, 240, 68, 135, 254"
125,"192, 269, 140, 169, 131, 38, 42, 93, 33, 294, 170, 238"
126,"111, 110, 57, 185, 300, 285, 55, 187, 272, 249, 50, 298"
127,"269, 282, 47, 66, 198, 139, 91, 165, 71, 197, 222, 76"
128,"162, 57, 264, 242, 176, 282, 142, 59, 205, 47, 41, 45"
129,"95, 230, 195, 172, 163, 86, 61, 258, 51, 187, 70, 103"
130,"166, 51, 50, 123, 128, 278, 233, 49, 79, 199, 174, 276"
131,"94, 47, 269, 217, 237, 268, 267, 130, 229, 206, 260, 202"
132,"148, 135, 115, 123, 116, 162, 146, 144, 106, 54, 102, 255"
133,"126, 47, 295, 158, 82, 120, 154, 135, 149, 131, 184, 196"
134,"64, 119, 171, 114, 90, 131, 93, 86, 150, 76, 201, 183"
135,"265, 49, 235, 42, 252, 146, 93, 140, 192, 203, 282, 178"
136,"199, 102, 37, 285, 122, 177, 126, 286, 213, 205, 167, 35"
137,"105, 225, 129, 88, 179, 212, 162, 197, 173, 109, 277, 202"
138,"216, 88, 67, 159, 125, 202, 219, 60, 180, 90, 202, 271"
139,"116, 124, 92, 88, 71, 237, 57, 57, 285, 141, 232, 205"
140,"205, 261, 74, 90, 158, 82, 173, 192, 107, 208, 150, 184"
141,"226, 170, 236, 39, 242, 279, 249, 75, 141, 234, 235, 228"
142,"91, 67, 36, 65, 196, 48, 50, 272, 32, 139, 102, 162"
143,"222, 264, 155, 274, 171, 69, 246, 222, 215, 112, 31, 287"
144,"111, 111, 51, 108, 220, 218, 174, 51, 79, 182, 142, 52"
145,"70, 31, 199, 190, 298, 243, 263, 294, 209, 212, 34, 208"
146,"259, 236, 194, 253, 273, 292, 106, 49, 244, 220, 235, 73"
147,"162, 233, 92, 76, 170, 259, 30, 263, 262, 184, 190, 216"
148,"226, 99, 101, 240, 225, 294, 288, 264, 163, 189, 259, 66"
149,"70, 41, 262, 142, 262, 103, 261, 94, 59, 189, 241, 271"
150,"221, 212, 204, 274, 213, 160, 204, 283, 217, 30, 66, 159"
151,"187, 274, 102, 230, 167, 254, 144, 38, 183, 84, 171, 88"
152,"291, 37, 76, 147, 270, 33, 220, 95, 243, 211, 124, 186"
153,"89, 199, 221, 227, 173, 41, 130, 173, 157, 207, 255, 219"
154,"207, 214, 279, 104, 69, 75, 203, 266, 77, 232, 296, 157"
155,"118, 276, 60, 118, 67, 34, 258, 125, 148, 125, 133, 160"
156,"122, 219, 236, 122, 103, 220, 69, 49, 133, 111, 241, 232"
157,"198, 150, 93, 93, 189, 299, 43, 215, 154, 194, 230, 80"
158,"154, 291, 79, 211, 162, 139, 100, 90, 87, 253, 74, 274"
159,"85, 295, 244, 45, 89, 217, 59, 80, 81, 39, 50, 61"
160,"85, 179, 279, 139, 59, 189, 258, 155, 255, 217, 54, 48"
161,"37, 43, 158, 221, 74, 155, 145, 260, 55, 124, 42, 263"
162,"243, 34, 265, 56, 269, 44, 159, 236, 216, 298, 87, 148"
163,"251, 289, 287, 199, 220, 147, 184, 57, 297, 210, 39, 77"
164,"115, 250, 135, 137, 207, 283, 92, 47, 32, 286, 221, 159"
165,"259, 135, 137, 97, 184, 239, 288, 266, 83, 235, 165, 213"
166,"218, 187, 260, 189, 183, 273, 231, 176, 41, 119, 46, 269"
167,"231, 293, 41, 69, 207, 297, 134, 133, 197, 169, 144, 290"
168,"197, 183, 163, 290, 290, 278, 287, 218, 220, 272, 140, 257"
169,"204, 116, 239, 254, 42, 206, 119, 209, 51, 207, 80, 125"
170,"191, 98, 103, 142, 231, 254, 142, 166, 191, 56, 167, 261"
171,"236, 135, 143, 160, 202, 233, 235, 131, 75, 255, 206, 71"
172,"246, 31, 158, 166, 46, 105, 155, 121, 290, 138, 188, 215"
173,"272, 251, 247, 275, 76, 135, 291, 66, 180, 170, 264, 218"
174,"228, 183, 265, 121, 177, 56, 278, 139, 31, 79, 87, 247"
175,"43, 212, 243, 148, 229, 120, 280, 84, 67, 252, 66, 187"
176,"214, 284, 242, 152, 224, 219, 229, 198, 223, 154, 271, 281"
177,"36, 84, 265, 250, 277, 173, 82, 261, 165, 238, 92, 134"
178,"175, 39, 105, 298, 105, 54, 292, 230, 119, 300, 141, 43"
179,"173, 230, 58, 138, 257, 254, 103, 142, 128, 221, 227, 137"
180,"94, 82, 241, 297, 238, 288, 35, 71, 58, 211, 293, 274"
181,"86, 154, 61, 66, 54, 116, 82, 99, 84, 81, 81, 220"
182,"43, 38, 246, 200, 105, 107, 111, 287, 155, 149, 213, 224"
183,"46, 225, 117, 112, 175, 289, 90, 189, 133, 32, 72, 204"
184,"107, 169, 106, 82, 175, 252, 268, 99, 130, 287, 66, 130"
185,"130, 270, 174, 225, 273, 96, 155, 265, 118, 166, 172, 191"
186,"280, 155, 181, 220, 125, 259, 277, 125, 43, 109, 280, 52"
187,"119, 164, 132, 110, 167, 83, 277, 231, 216, 205, 300, 291"
188,"169, 276, 287, 134, 186, 164, 68, 233, 170, 98, 192, 124"
189,"69, 166, 249, 124, 110, 167, 91, 251, 39, 255, 88, 41"
190,"195, 40, 255, 150, 120, 165, 139, 58, 82, 107, 278, 45"
191,"255, 136, 106, 129, 204, 211, 52, 200, 191, 84, 81, 143"
192,"287, 99, 112, 219, 132, 279, 120, 69, 132, 58, 224, 146"
193,"119, 172, 123, 137, 272, 149, 57, 110, 156, 176, 105, 33"
194,"30, 221, 102, 30, 187, 140, 219, 82, 202, 278, 66, 81"
195,"220, 260, 100, 48, 44, 247, 227, 139, 45, 208, 237, 47"
196,"285, 225, 106, 58, 79, 123, 193, 229, 66, 87, 49, 145"
197,"247, 266, 220, 151, 195, 91, 287, 43, 184, 268, 246, 62"
198,"242, 112, 110, 72, 152, 54, 60, 194, 49, 98, 73, 174"
199,"164, 284, 190, 218, 284, 193, 271, 118, 195, 212, 215, 127"
200,"259, 207, 197, 197, 196, 153, 131, 123, 105, 96, 95, 89"
201,"287, 214, 265, 172, 228, 293, 215, 131, 191, 136, 174, 108"
202,"263, 231, 223, 130, 32, 296, 187, 101, 177, 31, 261, 152"
203,"82, 121, 135, 96, 108, 51, 116, 38, 74, 244, 199, 295"
204,"179, 253, 69, 233, 250, 237, 202, 75, 78, 61, 148, 96"
205,"81, 201, 230, 172, 233, 181, 227, 100, 33, 75, 143, 213"
206,"52, 228, 118, 219, 256, 83, 268, 158, 61, 294, 60, 38"
207,"146, 226, 168, 170, 87, 295, 96, 173, 181, 120, 295, 205"
208,"144, 176, 191, 144, 204, 90, 155, 278, 261, 142, 281, 273"
209,"47, 135, 143, 90, 265, 173, 83, 223, 236, 62, 115, 50"
210,"239, 118, 212, 81, 287, 142, 292, 228, 178, 106, 184, 55"
211,"258, 210, 56, 70, 103, 81, 128, 172, 208, 32, 268, 215"
212,"188, 244, 201, 245, 125, 149, 83, 221, 185, 100, 204, 156"
213,"186, 64, 49, 272, 157, 228, 255, 104, 177, 57, 155, 103"
214,"35, 268, 205, 77, 59, 213, 227, 140, 143, 96, 100, 137"
215,"239, 184, 84, 257, 290, 173, 89, 188, 205, 187, 95, 166"
216,"156, 105, 196, 124, 60, 127, 188, 254, 48, 189, 107, 46"
217,"91, 132, 256, 215, 99, 234, 223, 119, 161, 94, 260, 287"
218,"149, 271, 37, 40, 120, 278, 70, 71, 252, 160, 53, 258"
219,"196, 159, 243, 70, 157, 241, 204, 39, 249, 187, 262, 212"
220,"155, 86, 260, 72, 118, 139, 113, 292, 103, 188, 30, 142"
221,"33, 114, 57, 183, 106, 91, 159, 103, 173, 226, 54, 235"
222,"213, 40, 182, 215, 35, 247, 149, 208, 291, 58, 163, 239"
223,"218, 175, 49, 115, 215, 273, 141, 266, 216, 187, 57, 228"
224,"71, 300, 292, 181, 112, 216, 65, 172, 276, 101, 112, 94"
225,"39, 141, 58, 262, 272, 42, 260, 93, 238, 111, 230, 72"
226,"34, 292, 276, 241, 117, 59, 68, 167, 201, 168, 142, 53"
227,"250, 218, 290, 294, 242, 95, 171, 181, 198, 31, 56, 176"
228,"103, 207, 54, 247, 53, 157, 273, 223, 74, 225, 236, 143"
229,"64, 290, 66, 57, 53, 35, 123, 284, 118, 88, 268, 288"
230,"44, 236, 230, 237, 203, 245, 77, 107, 287, 113, 81, 206"
231,"163, 178, 179, 167, 147, 114, 258, 51, 213, 160, 70, 134"
232,"239, 242, 167, 246, 47, 254, 60, 92, 178, 173, 185, 223"
233,"46, 191, 213, 119, 262, 207, 212, 168, 282, 219, 136, 35"
234,"272, 54, 297, 204, 114, 49, 161, 204, 188, 160, 50, 112"
235,"133, 221, 137, 118, 260, 200, 128, 87, 264, 37, 267, 50"
236,"69, 115, 180, 206, 288, 95, 285, 200, 148, 50, 181, 243"
237,"36, 176, 145, 292, 48, 206, 285, 93, 135, 87, 135, 171"
238,"291, 217, 162, 43, 283, 277, 159, 102, 70, 226, 275, 198"
239,"192, 257, 45, 57, 270, 231, 233, 182, 191, 44, 194, 62"
240,"223, 228, 73, 56, 253, 142, 192, 253, 48, 66, 130, 83"
241,"130, 246, 150, 227, 118, 284, 129, 104, 105, 197, 289, 76"
242,"82, 111, 60, 57, 39, 176, 170, 36, 247, 132, 193, 228"
243,"240, 111, 279, 226, 251, 57, 171, 286, 208, 245, 116, 45"
244,"85, 122, 133, 225, 123, 125, 209, 142, 115, 256, 199, 233"
245,"215, 36, 272, 60, 247, 257, 206, 166, 288, 106, 174, 207"
246,"232, 211, 284, 194, 242, 108, 227, 146, 51, 210, 182, 131"
247,"100, 274, 70, 247, 110, 171, 168, 189, 219, 245, 53, 106"
248,"51, 284, 156, 117, 112, 124, 113, 42, 231, 208, 95, 143"
249,"289, 117, 163, 267, 42, 230, 197, 192, 192, 101, 154, 172"
250,"250, 124, 108, 147, 255, 204, 236, 83, 68, 89, 201, 249"
251,"59, 120, 241, 46, 74, 118, 278, 276, 259, 226, 62, 233"
252,"174, 271, 145, 33, 170, 99, 89, 213, 56, 81, 243, 66"
253,"94, 193, 163, 299, 186, 213, 92, 300, 119, 230, 139, 281"
254,"298, 64, 54, 99, 206, 82, 231, 196, 50, 296, 55, 192"
255,"144, 43, 250, 58, 214, 275, 165, 45, 267, 160, 300, 213"
256,"51, 267, 68, 167, 113, 206, 209, 285, 116, 256, 252, 34"
257,"55, 51, 209, 184, 240, 76, 241, 133, 100, 193, 197, 70"
258,"151, 97, 120, 101, 37, 269, 287, 218, 95, 257, 198, 53"
259,"121, 181, 285, 274, 294, 157, 290, 106, 69, 256, 220, 76"
260,"184, 76, 153, 63, 262, 152, 109, 288, 282, 72, 212, 110"
261,"152, 187, 96, 120, 287, 70, 164, 190, 134, 122, 74, 254"
262,"95, 170, 287, 188, 130, 215, 295, 277, 103, 68, 247, 286"
263,"49, 104, 70, 67, 121, 53, 263, 34, 256, 47, 114, 130"
264,"232, 80, 289, 164, 61, 63, 143, 36, 142, 187, 40, 134"
265,"32, 102, 269, 259, 145, 65, 69, 297, 178, 147, 133, 299"
266,"33, 54, 161, 259, 245, 139, 192, 298, 151, 30, 145, 105"
267,"284, 276, 194, 72, 107, 148, 179, 42, 128, 292, 201, 140"
268,"126, 152, 274, 180, 30, 43, 218, 279, 223, 109, 225, 154"
269,"91, 191, 42, 241, 258, 111, 75, 139, 190, 202, 189, 147"
270,"270, 147, 208, 151, 289, 46, 53, 46, 75, 32, 50, 276"
271,"194, 105, 212, 203, 123, 76, 215, 76, 299, 162, 64, 210"
272,"226, 212, 88, 295, 146, 60, 201, 221, 108, 156, 229, 254"
273,"174, 105, 262, 298, 187, 54, 92, 131, 240, 105, 243, 31"
274,"281, 216, 159, 246, 278, 151, 65, 165, 237, 92, 225, 31"
275,"119, 297, 119, 236, 183, 203, 126, 118, 168, 214, 76, 282"
276,"105, 42, 157, 242, 118, 89, 55, 45, 249, 161, 101, 136"
277,"199, 127, 174, 70, 45, 45, 219, 102, 147, 284, 30, 226"
278,"232, 198, 287, 155, 119, 230, 217, 82, 103, 158, 121, 230"
279,"256, 71, 125, 66, 124, 72, 257, 176, 81, 100, 186, 116"
280,"100, 164, 267, 109, 96, 234, 129, 159, 186, 179, 51, 98"
281,"64, 190, 161, 42, 72, 260, 268, 241, 199, 219, 98, 102"
282,"224, 238, 168, 103, 114, 290, 102, 168, 257, 98, 198, 115"
283,"231, 235, 219, 85, 38, 248, 207, 147, 71, 291, 31, 225"
284,"55, 287, 260, 77, 36, 285, 122, 206, 204, 216, 45, 164"
285,"161, 246, 97, 153, 64, 128, 146, 171, 69, 232, 37, 126"
286,"235, 278, 119, 88, 156, 117, 167, 68, 260, 71, 284, 239"
287,"262, 85, 210, 245, 284, 289, 205, 223, 31, 88, 201, 176"
288,"104, 204, 97, 90, 72, 264, 169, 64, 281, 107, 234, 241"
289,"128, 101, 63, 182, 88, 182, 92, 287, 36, 48, 252, 87"
290,"53, 230, 278, 294, 271, 149, 271, 61, 36, 39, 116, 218"
291,"140, 30, 128, 261, 39, 158, 248, 273, 216, 131, 265, 275"
292,"90, 164, 196, 72, 45, 240, 32, 257, 208, 221, 149, 157"
293,"265, 128, 46, 295, 300, 90, 259, 295, 134, 154, 114, 240"
294,"93, 228, 90, 57, 76, 136, 221, 234, 105, 73, 289, 111"
295,"117, 34, 126, 241, 38, 158, 190, 61, 80, 75, 247, 254"
296,"208, 198, 167, 204, 226, 190, 291, 109, 153, 71, 222, 139"
297,"105, 92, 35, 157, 60, 236, 83, 174, 235, 258, 260, 239"
298,"133, 222, 230, 181, 76, 246, 213, 170, 235, 138, 87, 45"
299,"112, 71, 225, 86, 199, 167, 194, 291, 113, 144, 30, 255"
300,"67, 97, 285, 252, 256, 169, 125, 210, 35, 192, 39, 227"
301,"231, 45, 81, 66, 278, 173, 196, 289, 244, 52, 157, 294"
302,"261, 247, 205, 58, 146, 296, 169, 154, 211, 216, 194, 64"
303,"172, 138, 36, 272, 43, 265, 241, 257, 156, 52, 276, 206"
304,"173, 248, 265, 279, 166, 127, 214, 72, 196, 143, 279, 138"
305,"111, 72, 247, 46, 180, 165, 155, 121, 82, 107, 184, 39"
306,"279, 232, 273, 95, 153, 135, 241, 150, 85, 233, 278, 186"
307,"245, 217, 176, 262, 209, 241, 217, 270, 200, 239, 251, 189"
308,"274, 264, 124, 155, 73, 279, 118, 255, 251, 100, 96, 261"
309,"276, 184, 281, 85, 132, 71, 184, 139, 220, 104, 235, 299"
310,"161, 249, 48, 93, 67, 232, 258, 247, 162, 203, 272, 229"
311,"291, 30, 154, 246, 149, 216, 244, 251, 87, 188, 43, 47"
312,"119, 254, 99, 259, 78, 185, 89, 286, 99, 179, 192, 241"
313,"85, 46, 42, 168, 56, 49, 285, 124, 242, 38, 296, 159"
314,"92, 31, 151, 153, 37, 239, 264, 218, 201, 38, 234, 247"
315,"291, 193, 156, 258, 57, 65, 200, 206, 276, 242, 131, 241"
316,"171, 297, 249, 190, 66, 143, 119, 67, 118, 262, 110, 114"
317,"102, 265, 250, 169, 123, 265, 154, 246, 278, 262, 107, 202"
318,"206, 136, 133, 84, 107, 86, 74, 60, 300, 273, 45, 257"
319,"36, 199, 237, 169, 165, 209, 162, 233, 163, 80, 215, 134"
320,"167, 82, 101, 100, 267, 264, 203, 32, 51, 193, 69, 98"
321,"99, 116, 43, 299, 32, 244, 84, 167, 199, 289, 204, 95"
322,"137, 278, 165, 296, 88, 255, 66, 282, 159, 184, 41, 149"
323,"119, 227, 68, 97, 273, 249, 191, 66, 205, 130, 31, 158"
324,"39, 208, 255, 86, 121, 260, 248, 154, 251, 228, 157, 175"
325,"57, 216, 55, 215, 268, 107, 153, 282, 285, 290, 106, 203"
326,"247, 97, 218, 230, 177, 55, 219, 252, 196, 296, 137, 144"
327,"133, 31, 106, 77, 141, 261, 37, 176, 153, 173, 276, 172"
328,"216, 197, 203, 59, 88, 213, 157, 35, 47, 296, 168, 218"
329,"255, 126, 288, 251, 74, 110, 233, 63, 268, 31, 218, 265"
330,"283, 94, 247, 183, 190, 264, 68, 276, 30, 213, 257, 48"
331,"281, 273, 275, 75, 61, 226, 143, 32, 255, 272, 232, 259"
332,"75, 171, 182, 282, 92, 170, 39, 208, 191, 99, 107, 145"
333,"115, 87, 217, 133, 221, 91, 117, 209, 73, 250, 299, 38"
334,"82, 217, 238, 96, 73, 116, 148, 101, 275, 139, 300, 162"
335,"166, 300, 258, 262, 247, 148, 33, 183, 103, 125, 205, 167"
336,"260, 145, 45, 93, 260, 197, 71, 235, 190, 230, 207, 282"
337,"53, 269, 183, 121, 300, 162, 130, 161, 276, 177, 255, 292"
338,"213, 215, 211, 213, 37, 113, 152, 266, 252, 251, 100, 147"
339,"74, 281, 46, 134, 69, 186, 195, 105, 173, 288, 230, 74"
340,"224, 123, 142, 285, 139, 243, 120, 293, 246, 265, 161, 182"
341,"89, 271, 95, 134, 130, 178, 260, 278, 166, 115, 110, 144"
342,"154, 248, 226, 57, 138, 264, 73, 100, 283, 62, 194, 87"
343,"172, 60, 103, 274, 265, 153, 82, 118, 112, 157, 237, 217"
344,"119, 139, 95, 66, 96, 291, 274, 119, 210, 284, 130, 44"
345,"151, 158, 246, 268, 159, 91, 175, 30, 33, 289, 189, 232"
346,"300, 55, 66, 289, 160, 200, 35, 261, 215, 194, 32, 292"
347,"134, 199, 234, 110, 74, 41, 40, 129, 39, 206, 124, 216"
348,"136, 169, 64, 48, 191, 246, 276, 95, 140, 174, 113, 120"
349,"281, 31, 151, 260, 195, 83, 287, 222, 230, 284, 221, 237"
350,"245, 234, 153, 39, 61, 250, 35, 172, 180, 117, 193, 249"
351,"55, 115, 136, 127, 296, 135, 263, 251, 230, 171, 34, 164"
352,"193, 217, 84, 106, 287, 31, 96, 193, 75, 213, 255, 61"
353,"274, 299, 251, 82, 268, 47, 114, 138, 124, 281, 70, 250"
354,"218, 78, 247, 141, 201, 32, 278, 256, 30, 46, 239, 137"
355,"263, 207, 60, 295, 222, 295, 60, 43, 170, 63, 43, 196"
356,"89, 253, 208, 239, 99, 279, 79, 125, 219, 229, 39, 104"
357,"115, 105, 208, 131, 107, 197, 91, 220, 177, 123, 91, 56"
358,"170, 67, 114, 212, 217, 285, 162, 217, 224, 238, 183, 41"
